,Unnamed: 0,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63,Marke_harm,Type_harm,Luxury,Marke_Typ_harm
108,2260299,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1XF119,,163,Limousine,Schwarz,,5,2,0,1581,449,2030,0,0,100,0,1998,4,120.0,,B,Benzin,200.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5413,CH,Schweiz,3,juristisch,,,,hyundai,IX 35,x,hyundai - IX 35
614,2264733,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1XF191,,163,Limousine,Schwarz,Metallic,5,2,0,1740,400,2140,0,0,100,0,1995,4,135.0,,D,Diesel,189.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,158,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
679,2264372,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB894,,163,Limousine,Weiss,,5,2,0,1787,353,2140,0,0,100,0,1995,4,135.0,D4HA,D,Diesel,187.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2920,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
1171,2265319,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB947,,163,Limousine,Grau,Metallic,5,2,0,1787,353,2140,0,0,100,0,1995,4,135.0,D4HA,D,Diesel,182.0,B5b,G,A,Automat,A6,A,Allrad,2,2014,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1052,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
1365,2261696,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB824,,163,Limousine,Schwarz,,5,2,0,1754,386,2140,0,2000,100,0,1995,4,100.0,D4HA,D,Diesel,149.0,B5a,E,M,Mechanisch,M6,A,Allrad,2,2012,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2125,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
1782,2273794,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1HB756,,163,Limousine,Grau,Metallic,5,2,0,1655,375,2030,0,0,100,0,1998,4,120.0,G4KD,B,Benzin,195.0,B5a,G,A,Automat,A6,A,Allrad,2,2010,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2601,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
3143,2260722,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 gdi,ix35 2.0 gdi,ix35,2.0,GDI,1HB953,,163,Limousine,Grau,Metallic,5,2,0,1636,394,2030,0,0,100,0,1999,4,122.0,G4NC,B,Benzin,186.0,B5b,G,M,Mechanisch,M6,A,Allrad,2,2014,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4761,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
3186,2262178,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB896,,163,Limousine,Grau,Metallic,5,2,0,1754,386,2140,0,0,100,0,1995,4,100.0,D4HA,D,Diesel,149.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2013,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,7008,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
3685,2274036,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1HB757,,163,Limousine,Grau,Metallic,5,2,0,1655,375,2030,0,0,100,0,1998,4,120.0,G4KD,B,Benzin,200.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,0,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
3782,2259965,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1HB820,,163,Limousine,Grau,Metallic,5,2,0,1655,375,2030,0,1600,100,0,1998,4,120.0,G4KD,B,Benzin,195.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6602,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
3831,2275308,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB758,,163,Limousine,Grau,Metallic,5,2,0,1787,353,2140,0,1600,100,0,1995,4,135.0,D4HA,D,Diesel,189.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,178,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
4289,2259881,M1,1,Personenwagen,6320,hyundai,hyundai hyundai ix35 2.0,hyundai ix35 2.0,hyundai,ix35,2.0,1HB820,,163,Limousine,Schwarz,Metallic,5,2,0,1655,375,2030,0,0,100,0,1998,4,120.0,G4KD,B,Benzin,195.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,577,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
4314,2265101,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1XE484,,163,Limousine,Schwarz,Metallic,5,2,0,1676,464,2140,0,0,100,0,1995,4,135.0,,D,Diesel,189.0,B5b,G,A,Automat,A6,A,Allrad,2,2014,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,3,juristisch,,,,hyundai,IX 35,x,hyundai - IX 35
5207,2267053,M1,1,Personenwagen,6320,hyundai,hyundai ix35 4wd crdi 184,ix35 4wd crdi 184,ix35,4wd,CRDI 184,1XG803,,163,Limousine,Schwarz,,5,2,0,1786,354,2140,0,0,100,0,1995,4,135.0,,D,Diesel,182.0,B5b,G,A,Automat,A6,A,Allrad,2,2015,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,159,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
5280,2261685,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB824,,163,Limousine,Grau,,5,2,0,1754,386,2140,0,0,100,0,1995,4,100.0,D4HA,D,Diesel,149.0,B5a,F,M,Mechanisch,M6,A,Allrad,2,2012,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,391,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
5873,2267145,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1XG284,,163,Limousine,Grau,Metallic,5,2,0,1676,464,2140,0,0,100,0,1995,4,135.0,,D,Diesel,182.0,B5b,G,A,Automat,A6,A,Allrad,2,2015,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3212,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
8111,2273276,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0 m/t 2wt,ix35 2.0 m/t 2wt,ix35,2.0,M/T 2WT,1HB755,,163,Limousine,Grau,Metallic,5,2,0,1567,413,1980,0,0,100,0,1998,4,120.0,,B,Benzin,177.0,B5a,G,M,Mechanisch,M5,V,Vorderrad,2,2010,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1201,CH,Schweiz,2,weiblich,,,,hyundai,IX 35,x,hyundai - IX 35
8739,2260619,M1,1,Personenwagen,6320,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1HB892,,163,Limousine,Grau,Metallic,5,2,0,1655,375,2030,0,0,100,0,1998,4,120.0,G4KD,B,Benzin,195.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6417,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
8959,2274794,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0 crdi,ix35 2.0 crdi,ix35,2.0,CRDI,1HB758,,163,Limousine,Weiss,,5,2,0,1787,353,2140,0,0,100,0,1995,4,135.0,D4HA,D,Diesel,189.0,B5a,G,A,Automat,A6,A,Allrad,2,2010,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4048,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
9264,2273878,M1,1,Personenwagen,6324,hyundai,hyundai ix35 2.0,ix35 2.0,ix35,2.0,,1HB756,,163,Limousine,Grau,,5,2,0,1655,375,2030,0,1600,100,0,1998,4,120.0,G4KD,B,Benzin,195.0,B5a,G,A,Automat,A6,A,Allrad,2,2010,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3788,CH,Schweiz,1,männlich,,,,hyundai,IX 35,x,hyundai - IX 35
1827,2188898,M1,1,Personenwagen,3805,hyundai,hyundai ix 55 3.0 crdi,ix 55 3.0 crdi,ix,55,3.0 CRDI,1HB744,,163,Limousine,Blau,Metallic,7,2,0,2302,478,2780,0,2495,100,0,2959,6,176.0,D6EA,D,Diesel,249.0,B04,G,A,Automat,A6,A,Allrad,2,2010,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3211,CH,Schweiz,3,juristisch,,,,hyundai,IX 55,x,hyundai - IX 55
2968,2182137,M1,1,Personenwagen,3805,hyundai,hyundai kona 1.0 t-gdi,kona 1.0 t-gdi,kona,1.0,T-GDI,1XS282,,161,Stationswagen,Rot,Metallic,5,2,0,1385,390,1775,0,0,80,0,998,3,88.3,,B,Benzin,125.0,B6b,E,M,Mechanisch,M6,V,Vorderrad,2,2018,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2963,CH,Schweiz,1,männlich,,,,hyundai,KONA,x,hyundai - KONA
4142,2181394,M1,1,Personenwagen,3805,hyundai,hyundai kona 1.0 t-gdi,kona 1.0 t-gdi,kona,1.0,T-GDI,1HC213,,161,Stationswagen,Grau,Metallic,5,2,0,1308,467,1775,0,0,80,0,998,3,88.3,G3LC-6I,B,Benzin,125.0,B6b,E,M,Mechanisch,M6,V,Vorderrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5257,CH,Schweiz,2,weiblich,,,,hyundai,KONA,x,hyundai - KONA
7790,2183491,M1,1,Personenwagen,3805,hyundai,hyundai kona ev,kona ev,kona,ev,,1HC238,,161,Stationswagen,Blau,Metallic,5,2,0,1818,352,2170,0,0,80,0,0,0,150.0,EM16,E,Elektrisch,,A24,A,M,Mechanisch,M1A,V,Vorderrad,2,2019,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3402,CH,Schweiz,2,weiblich,,,,hyundai,KONA,x,hyundai - KONA
9971,2182590,M1,1,Personenwagen,3805,hyundai,hyundai kona 1.6 t-gdi,kona 1.6 t-gdi,kona,1.6,T-GDI,1HC214,,161,Stationswagen,Schwarz,Metallic,5,2,0,1477,433,1910,0,0,80,0,1591,4,130.0,G4FJ,B,Benzin,153.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3214,CH,Schweiz,2,weiblich,,,,hyundai,KONA,x,hyundai - KONA
698,2255657,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1HC111,,161,Stationswagen,Weiss,,5,2,0,1854,396,2250,0,0,100,0,1995,4,136.0,D4HA-6,D,Diesel,170.0,B6b,G,A,Automat,A6,A,Allrad,2,2016,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2519,CH,Schweiz,3,juristisch,,,,hyundai,TUCSON,x,hyundai - TUCSON
1308,2251066,M1,1,Personenwagen,6320,hyundai,hyundai tucson 1.6 tgdi,tucson 1.6 tgdi,tucson,1.6,TGDI,1HC109,,161,Stationswagen,Grau,Metallic,5,2,0,1770,420,2190,0,0,100,0,1591,4,130.0,,B,Benzin,175.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5401,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
1805,2250885,M1,1,Personenwagen,6320,hyundai,hyundai tucson 1.6 tgdi,tucson 1.6 tgdi,tucson,1.6,TGDI,1HC109,,161,Stationswagen,Grau,Metallic,5,2,0,1770,420,2190,0,1600,100,0,1591,4,130.0,G4FJ-6,B,Benzin,175.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,248,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
2040,2254893,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1XL604,,161,Stationswagen,Schwarz,,5,2,0,1796,454,2250,0,0,100,0,1995,4,136.0,,D,Diesel,170.0,B6b,G,A,Automat,A6,A,Allrad,2,2016,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
2116,2177151,M1,1,Personenwagen,3805,hyundai,hyundai tucson 4wd,tucson 4wd,tucson,4wd,,,X,163,Limousine,Rot,Metallic,5,2,0,1690,560,2250,0,1900,50,0,1995,4,136.0,,D,Diesel,170.0,B6b,,A,Automat,A6,A,Allrad,2,2016,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4761,CH,Schweiz,2,weiblich,,,,hyundai,TUCSON,x,hyundai - TUCSON
2268,2251716,M1,1,Personenwagen,6320,hyundai,hyundai tucson 1.6 tgdi,tucson 1.6 tgdi,tucson,1.6,TGDI,1HC229,,161,Stationswagen,Weiss,,5,2,0,1803,397,2200,0,0,100,0,1591,4,130.0,G4FJ,B,Benzin,175.0,B6d,G,M,Mechanisch,M7A,A,Allrad,2,2018,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6459,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
3617,2253611,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1HC111,,161,Stationswagen,Schwarz,Metallic,5,2,0,1854,396,2250,0,1900,100,0,1995,4,136.0,D4HA-6,D,Diesel,170.0,B6b,F,A,Automat,A6,A,Allrad,2,2015,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6743,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
3898,2254807,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1XM244,,161,Stationswagen,Weiss,,5,2,0,1796,454,2250,0,0,100,0,1995,4,136.0,,D,Diesel,170.0,B6b,F,A,Automat,A6,A,Allrad,2,2016,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5451,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
3922,2258396,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1HC111,,161,Stationswagen,Beige,,5,2,0,1854,396,2250,4150,1900,100,0,1995,4,136.0,D4HA,D,Diesel,170.0,B6b,G,A,Automat,A6,A,Allrad,2,2018,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,131,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
4824,2256412,M1,1,Personenwagen,6320,hyundai,hyundai tucson 2.0 crdi,tucson 2.0 crdi,tucson,2.0,CRDI,1HC111,,161,Stationswagen,Weiss,,5,2,0,1854,396,2250,0,0,100,0,1995,4,136.0,,D,Diesel,170.0,B6b,F,A,Automat,A6,A,Allrad,2,2017,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1061,CH,Schweiz,2,weiblich,,,,hyundai,TUCSON,x,hyundai - TUCSON
5281,2252622,M1,1,Personenwagen,6320,hyundai,hyundai tucson 1.7 crdi,tucson 1.7 crdi,tucson,1.7,CRDI,1HC152,,161,Stationswagen,Weiss,,5,2,0,1698,387,2085,0,0,100,0,1685,4,104.0,D4FD-6H,D,Diesel,129.0,B6b,C,M,Mechanisch,M7A,V,Vorderrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4258,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
6813,2179266,M1,1,Personenwagen,3805,hyundai,hyundai tucson 2.7 v6,tucson 2.7 v6,tucson,2.7,V6,1HB604,,163,Limousine,Gelb,Metallic,5,2,0,1753,437,2190,0,0,75,0,2656,6,129.0,,B,Benzin,237.0,B03,G,A,Automat,A4,A,Allrad,2,2005,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3733,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
8820,2180784,M1,1,Personenwagen,3805,hyundai,hyundai tucson 2.0 crdi-i,tucson 2.0 crdi-i,tucson,2.0,CRDI-I,1HB670,,163,Limousine,Grau,Metallic,5,2,0,1848,412,2260,0,0,75,0,1991,4,103.0,D4EA(-F),D,Diesel,187.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2009,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1081,CH,Schweiz,1,männlich,,,,hyundai,TUCSON,x,hyundai - TUCSON
77,2191656,M1,1,Personenwagen,3805,hyundai,hyundai santa fe crdi-vgt,santa fe crdi-vgt,santa,fe,CRDI-VGT,1HB579,M,163,Limousine,Blau,Metallic,5,2,0,1872,648,2520,0,2000,100,0,1991,4,106.2,,D,Diesel,197.0,B03,G,M,Mechanisch,M5,A,Allrad,2,2005,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1403,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
335,2197447,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 crdi,santa fe 2.2 crdi,santa,fe,2.2 CRDI,1XK461,,163,Limousine,Grau,,5,2,0,2023,487,2510,0,2000,100,0,2199,4,145.0,,D,Diesel,178.0,B5b,G,A,Automat,A6,A,Allrad,2,2015,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,161,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
609,2195691,M1,1,Personenwagen,3805,hyundai,hyundai grandsanta fe 2.2,grandsanta fe 2.2,grandsanta,fe,2.2,1HC153,,161,Stationswagen,Schwarz,,7,2,0,2132,498,2630,0,0,100,0,2199,4,147.0,D4HB-6,D,Diesel,184.0,B6b,G,A,Automat,A6,A,Allrad,2,2016,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,9,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
621,2195221,M1,1,Personenwagen,3805,hyundai,hyundai grandsanta fe 2.2,grandsanta fe 2.2,grandsanta,fe,2.2,1XL868,,161,Stationswagen,Schwarz,,7,2,0,2124,506,2630,0,0,100,0,2199,4,147.0,,D,Diesel,199.0,B6b,G,A,Automat,A6,A,Allrad,2,2016,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4027,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
881,2191104,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.7 v6,santa fe 2.7 v6,santa,fe,2.7 V6,1HB552,,163,Limousine,Grau,Metallic,5,2,0,1838,542,2380,0,2300,100,0,2656,6,127.0,,B,Benzin,274.0,B03,G,A,Automat,A4,A,Allrad,2,2004,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3216,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
992,2193016,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2  4wd,santa fe 2.2  4wd,santa,fe,2.2  4WD,1XA565,,163,Limousine,Grau,,7,2,0,2021,549,2570,0,2000,100,0,2188,4,114.0,,D,Diesel,218.0,B04,G,A,Automat,A5,A,Allrad,2,2009,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,111,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
1815,2199607,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 crdi,santa fe 2.2 crdi,santa,fe,2.2 CRDI,1HC137,,161,Stationswagen,Schwarz,,7,2,0,2078,522,2600,0,0,100,0,2199,4,147.0,D4HB-6,D,Diesel,174.0,B6b,F,A,Automat,A6,A,Allrad,2,2017,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1061,CH,Schweiz,2,weiblich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
2494,2193602,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 4wd,santa fe 2.2 4wd,santa,fe,2.2 4WD,1HB655,,163,Limousine,Blau,,7,2,0,2069,501,2570,0,2000,100,0,2188,4,114.0,D4EB,D,Diesel,218.0,B04,G,A,Automat,A5,A,Allrad,2,2009,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3543,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
2617,2195616,M1,1,Personenwagen,3805,hyundai,hyundai grandsanta fe 2.2,grandsanta fe 2.2,grandsanta,fe,2.2,1HC119,,161,Stationswagen,Blau,Metallic,7,2,0,2131,499,2630,0,0,100,0,2199,4,147.0,D4HB-6,D,Diesel,199.0,B6b,F,A,Automat,A6,A,Allrad,2,2015,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2134,CH,Schweiz,2,weiblich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
3477,2191374,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.7 v6,santa fe 2.7 v6,santa,fe,2.7 V6,1HB552,,163,Limousine,Schwarz,,5,2,0,1858,522,2380,0,0,100,0,2656,6,127.0,,B,Benzin,274.0,B03,G,A,Automat,A4,A,Allrad,2,2005,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2401,CH,Schweiz,2,weiblich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
4904,2194067,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 crdi,santa fe 2.2 crdi,santa,fe,2.2 CRDI,1HB751,,163,Limousine,Grau,,7,2,0,2062,0,2570,0,0,100,0,2199,4,145.0,,D,Diesel,197.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5552,CH,Schweiz,1,männlich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
5375,2194359,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 crdi,santa fe 2.2 crdi,santa,fe,2.2 CRDI,1HB751,,163,Limousine,Weiss,,7,2,0,2062,508,2570,0,0,100,0,2199,4,145.0,D4HB,D,Diesel,197.0,B5a,F,A,Automat,A6,A,Allrad,2,2011,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2131,CH,Schweiz,2,weiblich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
7219,2193060,M1,1,Personenwagen,3805,hyundai,hyundai santa fe 2.2 4wd,santa fe 2.2 4wd,santa,fe,2.2 4WD,1XA565,,163,Limousine,Blau,,7,2,0,2021,549,2570,0,0,100,0,2188,4,114.0,D4EB,D,Diesel,218.0,B04,G,A,Automat,A5,A,Allrad,2,2008,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,247,CH,Schweiz,2,weiblich,,,,hyundai,SANTA FE,x,hyundai - SANTA FE
